Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1104,Divyansh Gola,MCI/DEL/13929,5529166382,2028-02-02,1993-07-02,Other,183378387813,98905556360,divyansh.doc53@clinic.com,197- Chandran Street,0,New Delhi,Delhi,110082,Orthopedic Surgery,Cardiology,207X00000X,Kasturba Medical College,2019,HOSP-0028,N,2021-11-08,Active,0,4.0,1012978.2000000001,2.0,2.0,0.0,0.0,3.0,443705.63,4.0,4.0,4.0,69956.715,32485.127500000002,0.0,0.0,1.0,2.0,14,6664535.41,9,5,1,821225.08,11,4393733.07,14,12,12,95955.14857142858,86384.61071428572,0.0,1.0,6,5,23,12965141.46,16,7,1,821225.08,19,9492819.36,23,16,21,114849.43391304348,85229.19565217392,0.0,1.0,12,7,25,13406989.74,18,7,1,821225.08,21,9862780.2,25,16,23,109697.1252,82499.1776,0.0,1.0,14,7,16,11626652.700000001,14,2,1,140170.55,15,9278422.83,16,14,16,128673.96375,99332.10124999999,0.0,1.0,13,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,253244.55000000002,147901.87666666668,476038.2435714286,399430.2790909091,563701.8026086957,499622.07157894736,536279.5896000001,469656.19999999995,726665.7937500001,618561.522,0.0,0.0,0
PRAC-1105,Nirvaan Vig,MCI/KAR/19962,9238586884,2029-03-16,1980-02-07,Female,923291763737,98971993156,nirvaan.doc5@clinic.com,31/706 Varghese Road,0,Mysore,Karnataka,564841,Dermatology,General Practice,207N00000X,Maulana Azad Medical College,2005,HOSP-0005,Y,2010-10-10,Active,0,3.0,1466266.32,3.0,0.0,1.0,298836.53,2.0,1030363.9500000001,3.0,3.0,3.0,66780.05333333334,190226.04333333333,0.0,1.0,2.0,0.0,7,2593831.7199999997,6,1,1,298836.53,5,1636538.8900000001,7,6,6,60235.33714285715,121332.77285714286,0.0,1.0,4,1,17,17605431.84,10,7,2,5194368.930000001,13,9127798.03,17,15,14,239034.10764705882,206773.18235294116,1.0,1.0,8,5,24,23687914.240000002,13,11,2,5194368.930000001,19,13785448.92,24,19,21,227442.06291666665,201674.46624999997,1.0,1.0,11,8,12,6472707.38,11,1,0,0.0,12,5554557.36,12,12,12,123840.19666666666,92572.99833333334,0.0,0.0,11,1,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,488755.44,515181.97500000003,370547.38857142854,327307.77800000005,1035613.6376470588,702138.3099999999,986996.4266666668,725549.9431578948,539392.2816666666,462879.78,0.0,0.0,0
PRAC-1106,Mishti Mane,MCI/WES/30051,2488477292,2028-11-13,1990-08-07,Female,38715583916,98321035586,mishti.doc94@clinic.com,H.No. 24 Srinivas Street,Shankar,Howrah,West Bengal,790794,Orthopedic Surgery,Dermatology,207X00000X,Maulana Azad Medical College,2017,HOSP-0041,Y,2021-06-27,Active,0,7.0,4565145.35,3.0,4.0,0.0,0.0,7.0,3760534.5700000003,7.0,4.0,6.0,193321.39571428573,142530.2857142857,0.0,0.0,3.0,4.0,12,6494156.84,6,6,0,0.0,12,5261052.68,12,9,11,128254.82416666667,122600.52416666667,0.0,0.0,6,6,25,16563083.17,16,9,2,142835.64,22,12835534.82,25,20,22,104802.2096,117408.4436,1.0,1.0,14,8,34,24459521.81,22,12,2,142835.64,30,19357864.580000002,34,26,28,121558.5038235294,135721.7105882353,1.0,1.0,20,10,17,16436771.57,10,7,1,1496247.6,16,12027987.3,17,13,15,166835.02352941176,197913.37470588236,1.0,0.0,10,6,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,652163.6214285714,537219.2242857143,541179.7366666667,438421.05666666664,662523.3268,583433.4009090909,719397.7002941176,645262.1526666668,966868.915882353,751749.20625,0.0,0.0,0
PRAC-1107,Trisha Dass,MCI/KAR/52539,7373584101,2029-10-04,1972-01-23,Other,843858426066,97835487785,trisha.doc62@clinic.com,H.No. 729- Gopal Road,Sarkar Street,Bangalore,Karnataka,583506,Neurology,0,2084N0400X,JIPMER,2001,HOSP-0041,N,2009-06-26,Active,0,3.0,748926.8999999999,3.0,0.0,1.0,267753.23,1.0,0.0,3.0,3.0,3.0,24255.24,76226.52333333333,0.0,1.0,1.0,0.0,9,5012647.78,6,3,1,267753.23,6,3107667.61,8,8,7,114649.40444444444,142784.30777777778,0.0,1.0,3,3,24,15612447.98,17,7,1,267753.23,21,11594676.11,23,21,21,118025.71999999999,142006.13958333334,0.0,1.0,14,7,32,19797891.52,22,10,2,488253.94999999995,28,14741261.08,31,27,27,120847.730625,132600.104375,0.0,2.0,18,10,16,8707557.4,10,6,0,0.0,15,7186003.46,16,14,16,118789.081875,150046.91375,0.0,0.0,10,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,249642.29999999996,0.0,556960.8644444444,517944.6016666666,650518.6658333334,552127.4338095238,618684.11,526473.61,544222.3375,479066.8973333333,0.0,0.0,0
PRAC-1108,Aarav Sood,MCI/WES/89638,6800724199,2026-07-10,1983-01-03,Female,217905823589,97265252400,aarav.doc74@clinic.com,H.No. 551- Aggarwal Street,0,Kolkata,West Bengal,725672,Orthopedic Surgery,Dermatology,207X00000X,All India Institute of Medical Sciences,2011,HOSP-0016,N,2024-05-24,Active,0,1.0,838617.1,0.0,1.0,0.0,0.0,1.0,643245.79,1.0,1.0,1.0,23539.56,207568.91,0.0,0.0,0.0,1.0,8,2776905.33,6,2,1,283020.48,7,2043439.3900000001,8,6,8,56895.04625,53473.33375,0.0,1.0,5,2,23,11976571.46,19,4,1,283020.48,21,9055255.39,23,18,21,92952.31913043477,105317.15608695651,0.0,1.0,17,4,29,14458203.620000001,23,6,2,336078.44,26,11010219.41,29,22,26,97154.66517241379,108691.23862068965,0.0,2.0,20,6,19,16314345.1,11,8,0,0.0,17,11929815.73,19,17,18,184395.83421052631,176292.8752631579,0.0,0.0,10,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,838617.1,643245.79,347113.16625,291919.91285714286,520720.4982608696,431202.63761904766,498558.7455172414,423469.9773076923,858649.7421052632,701753.8664705883,0.0,0.0,0
PRAC-1109,Alisha Garg,MCI/DEL/99158,6491646900,2029-11-19,1996-11-23,Male,218174900283,99571643029,alisha.doc19@clinic.com,05- Jain Zila,Jhaveri Path,New Delhi,Delhi,110092,Cardiology,Neurology,207R00000X,Armed Forces Medical College,2026,HOSP-0011,N,2028-01-01,Inactive,0,4.0,4195377.6,3.0,1.0,0.0,0.0,4.0,3754071.3,4.0,4.0,4.0,248267.5575,154508.95,0.0,0.0,3.0,1.0,13,11814569.56,8,5,0,0.0,13,10002528.63,13,11,11,190519.22923076924,208197.7023076923,0.0,0.0,8,5,24,16068203.1,17,7,0,0.0,23,13412155.870000001,24,19,17,149463.09708333333,137513.685,0.0,0.0,17,6,31,18187141.41,22,9,0,0.0,30,15242183.49,31,21,24,132520.3093548387,116141.84451612904,0.0,0.0,22,8,23,13520595.41,19,4,2,1808098.55,20,9623944.33,23,20,21,95489.73869565217,86097.00260869565,0.0,2.0,16,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1048844.4,938517.825,908813.0430769231,769425.2792307693,669508.4625,583137.2117391304,586681.9809677419,508072.783,587851.9743478261,481197.2165,0.0,0.0,0
PRAC-1110,Anahi Brahmbhatt,MCI/WES/54220,7849944211,2028-01-31,1986-01-25,Male,603736179008,99194414143,anahi.doc58@clinic.com,40/100 Tailor Marg,Biswas Ganj,Kolkata,West Bengal,722126,Orthopedic Surgery,Cardiology,207X00000X,Armed Forces Medical College,2012,HOSP-0023,N,2016-11-22,Active,0,3.0,1138049.5899999999,0.0,3.0,0.0,0.0,3.0,1032292.66,3.0,3.0,3.0,76791.33,69441.79666666668,0.0,0.0,0.0,3.0,18,9877718.15,12,6,1,1675611.79,15,7207363.82,18,14,17,115842.4661111111,89446.86499999999,0.0,1.0,10,5,32,19577807.56,24,8,3,3602921.4400000004,25,12876135.49,32,25,30,110725.1965625,162106.2471875,1.0,2.0,20,5,40,24768848.85,29,11,3,3602921.4400000004,32,17110595.88,40,26,38,112698.09599999999,158244.99575,1.0,2.0,24,8,21,22820254.67,16,5,1,48052.04,19,19349757.31,21,18,19,279838.14095238096,222891.5995238095,0.0,1.0,14,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,379349.8633333333,344097.55333333334,548762.1194444444,480490.92133333336,611806.48625,515045.4196,619221.2212500001,534706.12125,1086678.7938095238,1018408.2794736841,0.0,0.0,0
PRAC-1111,Zoya Dyal,MCI/KAR/93263,8753034407,2027-10-06,1988-09-10,Other,617452368016,99000342026,zoya.doc72@clinic.com,56/702 Khurana Marg,0,Mysore,Karnataka,567135,Pediatrics,0,208000000X,Kasturba Medical College,2017,HOSP-0018,Y,2019-07-31,Active,0,4.0,3159118.54,4.0,0.0,0.0,0.0,3.0,2111375.73,4.0,4.0,4.0,150356.16749999998,122786.32250000001,0.0,0.0,3.0,0.0,12,10892219.66,10,2,1,1793610.91,10,6893639.699999999,12,9,12,145435.58,151183.72416666665,1.0,0.0,9,1,27,25913642.63,24,3,3,2687677.28,21,12262147.2,26,23,27,164095.67851851854,214797.5325925926,1.0,2.0,19,2,33,29498269.39,29,4,3,2687677.28,25,14878239.15,32,25,32,149114.00636363635,206920.28333333333,1.0,2.0,22,3,24,12424250.66,19,5,0,0.0,19,8068442.91,24,21,23,110385.41291666667,110177.31374999999,0.0,0.0,15,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,789779.635,703791.91,907684.9716666667,689363.97,959764.5418518519,583911.7714285714,893886.9512121212,595129.566,517677.11083333334,424654.89,0.0,0.0,0
PRAC-1112,Nayantara Bajaj,MCI/KAR/32239,4613765118,2029-07-13,1961-11-30,Male,791988504034,97083373377,nayantara.doc11@clinic.com,H.No. 07- Mani Nagar,Gala Marg,Mysore,Karnataka,564934,General Surgery,Neurology,208600000X,JIPMER,1989,HOSP-0006,N,2022-07-15,Active,0,3.0,2285610.1,2.0,1.0,0.0,0.0,3.0,2004352.26,3.0,2.0,3.0,114420.99333333333,237038.16,0.0,0.0,2.0,1.0,13,7763988.09,7,6,0,0.0,11,6142426.0,13,10,13,102437.77076923077,169396.53846153847,0.0,0.0,6,5,30,17126380.89,20,10,1,734911.94,26,13585282.98,30,21,26,102149.06566666668,171524.8633333333,0.0,1.0,17,9,37,21813614.88,27,10,1,734911.94,32,17595544.54,37,24,33,112819.99648648649,165376.5408108108,0.0,1.0,23,9,26,10825088.07,21,5,1,1294373.42,22,6830715.4399999995,26,22,21,68324.02846153846,93223.73153846154,0.0,1.0,17,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,761870.0333333333,668117.42,597229.853076923,558402.3636363636,570879.363,522510.88384615385,589557.1589189189,549860.766875,416349.5411538462,310487.06545454543,0.0,0.0,0
PRAC-1113,Kabir Agrawal,MCI/TAM/12845,8499389893,2026-12-27,1993-05-12,Female,589756365358,98479501549,kabir.doc91@clinic.com,38/549- Sinha Road,Sharaf Circle,Chennai,Tamil Nadu,676270,Cardiology,Dermatology,207R00000X,Maulana Azad Medical College,2021,HOSP-0015,Y,2025-05-22,Active,0,8.0,3132248.5,7.0,1.0,0.0,0.0,6.0,1871573.24,8.0,7.0,8.0,79839.02625,74255.21625,0.0,0.0,5.0,1.0,12,4154470.64,10,2,0,0.0,10,2620307.5,12,10,12,64383.98333333333,56794.38083333333,0.0,0.0,8,2,24,8952882.8,17,7,0,0.0,20,5769383.76,24,17,23,92594.99666666666,73506.29791666666,0.0,0.0,15,5,29,11819653.040000001,22,7,0,0.0,25,8374321.05,29,19,28,101643.89517241379,80307.22103448276,0.0,0.0,20,5,19,9052768.06,14,5,1,86298.77,17,7409224.8,19,14,19,97748.17842105264,118431.64210526316,1.0,0.0,13,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,391531.0625,311928.87333333335,346205.88666666666,262030.75,373036.7833333334,288469.18799999997,407574.2427586207,334972.842,476461.4768421053,435836.75294117647,0.0,0.0,0
PRAC-1114,Navya Sankaran,MCI/WES/95567,164006445,2026-07-15,1996-08-27,Female,748944519592,97846838788,navya.doc53@clinic.com,926 Konda Nagar,Ram Street,Kolkata,West Bengal,790268,Oncology,General Surgery,207R00000X,Armed Forces Medical College,2023,HOSP-0044,Y,2025-04-08,Active,0,4.0,1659044.9300000002,4.0,0.0,1.0,280462.34,3.0,1058635.4500000002,4.0,4.0,4.0,113085.75,108404.7625,0.0,1.0,3.0,0.0,12,5849187.9,8,4,1,280462.34,11,4686967.18,12,10,11,80070.94583333333,112968.60166666667,0.0,1.0,7,4,27,13889559.42,20,7,2,384644.59,25,11314915.71,27,21,25,114926.28370370371,112895.98851851851,0.0,2.0,18,7,34,16653063.89,24,10,3,624997.56,30,13292662.6,34,25,31,102801.72352941177,96334.3255882353,1.0,2.0,22,8,15,9534526.56,11,4,2,628930.45,12,6480073.04,15,12,15,201308.6893333333,89929.61533333334,1.0,1.0,9,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,414761.23250000004,352878.4833333334,487432.325,426087.9254545454,514428.12666666665,452596.62840000005,489795.9967647059,443088.7533333333,635635.104,540006.0866666667,0.0,0.0,0
PRAC-1115,Ryan Sagar,MCI/DEL/43092,4385719411,2029-08-25,1967-06-07,Other,87758661481,98786731555,ryan.doc20@clinic.com,623- Badal,Varma Marg,New Delhi,Delhi,110054,General Surgery,0,208600000X,All India Institute of Medical Sciences,1995,HOSP-0032,Y,2009-03-10,Active,0,1.0,676901.88,1.0,0.0,0.0,0.0,1.0,629256.49,1.0,1.0,1.0,102889.04,137718.45,0.0,0.0,1.0,0.0,8,3336403.74,8,0,2,652843.09,5,2164596.68,8,8,8,73487.73875,87756.38,0.0,2.0,5,0,26,15375849.35,23,3,5,1734540.3900000001,19,10976067.39,26,23,24,116945.30461538461,110363.13192307693,1.0,4.0,17,2,31,18511728.06,26,5,5,1734540.3900000001,24,13562029.77,31,25,28,116024.05741935484,114179.03129032259,1.0,4.0,20,4,21,15686831.209999999,16,5,3,2607723.1100000003,18,11494807.33,21,17,19,129048.66571428571,175592.22761904763,0.0,3.0,13,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,676901.88,629256.49,417050.4675,432919.336,591378.8211538461,577687.7573684211,597152.5180645161,565084.57375,746991.9623809523,638600.4072222222,0.0,0.0,0
PRAC-1116,Prerak Boase,MCI/WES/96077,8321115389,2027-05-17,1966-01-01,Other,892006291478,99313188195,prerak.doc93@clinic.com,57 Chaudhary,0,Kolkata,West Bengal,728636,Dermatology,Orthopedic Surgery,207N00000X,Armed Forces Medical College,1990,HOSP-0022,N,1993-06-02,Active,0,3.0,417669.45999999996,1.0,2.0,0.0,0.0,3.0,361573.81999999995,3.0,3.0,3.0,45010.276666666665,38525.72,0.0,0.0,1.0,2.0,10,4876328.05,6,4,0,0.0,8,2541310.94,10,9,10,105755.454,119343.05900000001,0.0,0.0,5,3,18,10314394.26,12,6,0,0.0,16,7060626.83,18,15,17,117470.97499999999,149598.71444444443,0.0,0.0,11,5,23,13434799.18,15,8,0,0.0,20,8537360.0,23,17,22,111800.72304347825,142952.75478260868,0.0,0.0,13,7,27,25896398.76,24,3,3,978121.75,22,21626589.22,27,18,27,234137.96185185184,223751.37814814816,1.0,2.0,20,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,139223.15333333332,120524.60666666664,487632.805,317663.8675,573021.9033333333,441289.176875,584121.7034782609,426868.0,959125.88,983026.7827272727,0.0,0.0,0
PRAC-1117,Amani Brar,MCI/MAH/67827,9802776951,2028-11-03,1987-05-05,Other,979144690987,97737527802,amani.doc14@clinic.com,H.No. 450- Bhagat,0,Nagpur,Maharashtra,437791,Oncology,General Practice,207R00000X,Maulana Azad Medical College,2013,HOSP-0028,Y,2022-06-18,Active,0,8.0,1384968.94,6.0,2.0,0.0,0.0,8.0,1429597.98,8.0,4.0,8.0,33660.505,27361.7975,0.0,0.0,6.0,2.0,18,7934546.640000001,14,4,1,572091.0,15,5577125.81,18,14,18,81171.18166666667,75124.13666666666,0.0,1.0,12,3,28,11782784.26,22,6,1,572091.0,25,9009469.39,28,19,28,77143.70821428571,76850.275,0.0,1.0,20,5,37,17125739.08,30,7,1,572091.0,34,13602531.49,37,22,33,91976.27351351352,91020.65864864865,0.0,1.0,28,6,22,15850902.55,15,7,2,2487752.04,20,11000354.99,22,17,18,133610.78590909092,125611.27454545455,0.0,2.0,13,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,173121.1175,178699.7475,440808.1466666667,371808.3873333333,420813.72357142856,360378.77560000005,462857.8129729729,400074.4555882353,720495.5704545454,550017.7495,0.0,0.0,0
PRAC-1118,Suhana Khalsa,MCI/WES/52771,5947395367,2028-02-07,1987-08-02,Female,885242316262,98187125064,suhana.doc73@clinic.com,87/72- Jani Path,Jha Road,Howrah,West Bengal,786224,Neurology,General Surgery,2084N0400X,Armed Forces Medical College,2014,HOSP-0016,Y,2022-12-20,Active,0,6.0,7248266.78,5.0,1.0,0.0,0.0,4.0,3541116.8600000003,6.0,4.0,6.0,277438.4083333333,256818.97999999998,0.0,0.0,3.0,1.0,12,9290594.94,10,2,0,0.0,9,4957437.88,12,9,12,176324.1825,158976.3475,0.0,0.0,7,2,21,15551436.65,17,4,0,0.0,17,8973967.07,21,16,21,159209.17714285717,146343.32428571428,0.0,0.0,14,3,28,18053684.59,20,8,0,0.0,24,11263880.19,28,22,27,141044.17714285714,128360.14392857142,0.0,0.0,17,7,15,6820833.79,12,3,0,0.0,13,5695500.79,15,13,14,99775.894,92548.19066666668,0.0,0.0,11,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1208044.4633333334,885279.2150000001,774216.245,550826.4311111111,740544.6023809524,527880.415882353,644774.4496428572,469328.34125,454722.2526666667,438115.4453846154,0.0,0.0,0
PRAC-1119,Vivaan Kumer,MCI/MAH/18660,6967022932,2030-05-15,1971-07-15,Female,59012463835,98304508148,vivaan.doc39@clinic.com,32- Bhatti,Cheema Road,Pune,Maharashtra,440946,Cardiology,Pediatrics,207R00000X,Kasturba Medical College,1998,HOSP-0034,N,2002-09-29,Active,0,4.0,2087096.5,1.0,3.0,0.0,0.0,4.0,1877624.8599999999,4.0,4.0,4.0,105396.565,113390.05500000001,0.0,0.0,1.0,3.0,7,3571131.0700000003,3,4,1,92699.77,6,3170232.01,7,6,7,84088.88,128750.52285714286,1.0,0.0,3,3,21,12636181.53,16,5,2,862662.61,19,10158307.95,21,19,20,123552.37095238095,141539.96000000002,1.0,1.0,15,4,31,16709133.86,24,7,3,940407.12,28,13559193.22,31,25,29,114617.82838709677,133905.0893548387,1.0,2.0,22,6,20,14058310.41,18,2,4,3264359.96,16,9054086.11,20,16,20,141493.49550000002,166063.4725,2.0,2.0,16,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,521774.125,469406.21499999997,510161.5814285715,528372.0016666666,601722.9299999999,534647.7868421052,539004.3180645161,484256.90071428573,702915.5205,565880.381875,0.0,0.0,0
PRAC-1120,Devansh Chaudry,MCI/MAH/41326,8498644859,2028-09-12,1969-01-31,Other,662497663061,99700461607,devansh.doc4@clinic.com,46/917 Kapur Road,Baral Street,Mumbai,Maharashtra,480937,Pediatrics,Cardiology,208000000X,Kasturba Medical College,1998,HOSP-0007,Y,2016-12-11,Active,0,2.0,1640048.7600000002,2.0,0.0,0.0,0.0,2.0,1261007.74,2.0,2.0,2.0,126545.66500000001,277014.32,0.0,0.0,2.0,0.0,16,13163899.71,11,5,0,0.0,15,11329041.09,16,13,16,134944.710625,156343.148125,0.0,0.0,11,4,28,21018043.75,21,7,1,880220.22,25,16636696.73,28,23,27,116080.70857142856,158321.69,1.0,0.0,21,4,38,24955610.89,25,13,1,880220.22,35,20026473.59,38,28,36,102333.17815789474,137594.24289473682,1.0,0.0,25,10,19,10661031.8,15,4,0,0.0,18,8724066.17,19,17,19,125490.79263157895,116795.17157894738,0.0,0.0,15,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,820024.3800000001,630503.87,822743.731875,755269.406,750644.4196428572,665467.8692000001,656726.602368421,572184.9597142857,561106.9368421054,484670.34277777775,0.0,0.0,0
PRAC-1121,Rania Kashyap,MCI/KAR/54113,9118571197,2026-08-05,1990-02-04,Female,523301696302,98557707761,rania.doc85@clinic.com,46- Kurian Road,0,Mysore,Karnataka,571961,Dermatology,General Practice,207N00000X,Kasturba Medical College,2014,HOSP-0031,N,2024-07-14,Active,0,8.0,6804679.5200000005,7.0,1.0,0.0,0.0,8.0,5118551.74,8.0,7.0,8.0,171275.005,136253.46375,0.0,0.0,7.0,1.0,13,9330904.46,11,2,0,0.0,12,6577583.84,13,10,12,154921.42769230768,123963.47307692307,0.0,0.0,10,2,20,13993837.870000001,17,3,0,0.0,18,10596052.21,20,17,19,146925.36000000002,133586.4495,0.0,0.0,15,3,25,15446662.94,21,4,0,0.0,23,11801900.96,25,20,24,128786.52519999999,117389.8268,0.0,0.0,19,4,16,7582017.8100000005,12,4,1,181627.98,15,6217137.66,16,12,15,73775.11125,120250.275625,0.0,1.0,11,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,850584.9400000001,639818.9675,717761.8815384617,548131.9866666667,699691.8935,588669.5672222222,617866.5176,513126.12869565224,473876.11312500003,414475.844,0.0,0.0,0
