prac_id,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details
PRAC-1085,Tushar Sura,MCI/WES/49520,4547408187,2029-03-04,1970-08-11,Female,442864949320,98667397048,tushar.doc61@clinic.com,32/192 Sethi Chowk,Kade Ganj,Howrah,West Bengal,700398,Neurology,Dermatology,2084N0400X,All India Institute of Medical Sciences,1997,HOSP-0022,Y,2002-07-25,Active,
PRAC-1086,Sana Sharaf,MCI/KAR/15198,8474946015,2027-02-15,1970-01-25,Other,187624361642,98896722682,sana.doc29@clinic.com,537- Reddy Marg,Hayer Nagar,Mysore,Karnataka,588900,Neurology,Pediatrics,2084N0400X,Armed Forces Medical College,1996,HOSP-0011,Y,2005-11-28,Active,
PRAC-1087,Chirag Tiwari,MCI/TAM/24794,5536857504,2028-12-12,1969-09-07,Female,959237026315,97587764281,chirag.doc48@clinic.com,05/278- Chand Path,,Coimbatore,Tamil Nadu,677301,Orthopedic Surgery,General Practice,207X00000X,JIPMER,1994,HOSP-0002,N,2015-05-10,Active,
PRAC-1088,Dhruv Bhat,MCI/MAH/43000,5523040954,2029-07-06,1961-08-18,Male,942023909649,98181925865,dhruv.doc3@clinic.com,67/570 D’Alia Zila,Korpal Ganj,Pune,Maharashtra,433801,Oncology,Pediatrics,207R00000X,JIPMER,1990,HOSP-0030,Y,2009-03-12,Active,
PRAC-1089,Hiran Iyer,MCI/KAR/41923,3835282098,2030-07-19,1996-01-12,Other,275216772022,97370010321,hiran.doc53@clinic.com,55 Batra Street,Varty Street,Bangalore,Karnataka,567142,Cardiology,,207R00000X,Maulana Azad Medical College,2024,HOSP-0030,Y,2026-01-01,Active,
PRAC-1090,Ira Goyal,MCI/MAH/25502,6832100890,2027-05-17,1992-01-04,Female,398814499755,99166038150,ira.doc78@clinic.com,31 Chhabra Circle,Jayaraman Road,Mumbai,Maharashtra,450937,General Surgery,,208600000X,Kasturba Medical College,2016,HOSP-0016,Y,2021-05-29,Active,
PRAC-1091,Yuvraj  Venkataraman,MCI/WES/95934,7109862915,2030-07-02,1965-06-17,Male,426760427491,99885920206,yuvraj.doc49@clinic.com,14/827 Shukla Ganj,,Howrah,West Bengal,756355,Neurology,Cardiology,2084N0400X,All India Institute of Medical Sciences,1994,HOSP-0047,N,1998-04-11,Inactive,
PRAC-1092,Renee Bail,MCI/DEL/88920,1565983865,2028-09-27,1968-07-17,Other,098703369723,98221705129,renee.doc49@clinic.com,40/070 Ratta Ganj,Barad Zila,New Delhi,Delhi,110059,Dermatology,Cardiology,207N00000X,JIPMER,1997,HOSP-0047,N,2022-03-04,Active,
PRAC-1093,Baiju Chaudhry,MCI/MAH/75993,9556493034,2028-05-31,1976-10-21,Female,340882692810,98599003129,baiju.doc9@clinic.com,H.No. 663 Bumb Marg,Swamy Nagar,Pune,Maharashtra,471828,General Practice,,208D00000X,Christian Medical College,2003,HOSP-0007,N,2017-06-30,Active,
PRAC-1094,Bhamini Wagle,MCI/TAM/33995,7578047841,2025-08-16,1986-06-15,Female,875627822592,97552764957,bhamini.doc32@clinic.com,H.No. 464 Tailor Ganj,,Coimbatore,Tamil Nadu,645352,General Practice,,208D00000X,Christian Medical College,2013,HOSP-0012,N,2023-06-14,Active,
PRAC-1095,Hiran Chana,MCI/WES/46139,8822803737,2030-06-04,1997-06-18,Male,041617948379,99513037076,hiran.doc12@clinic.com,H.No. 384 Borde Ganj,,Howrah,West Bengal,796920,Dermatology,General Surgery,207N00000X,Maulana Azad Medical College,2023,HOSP-0020,Y,2025-07-07,Active,
PRAC-1096,Shamik Sangha,MCI/DEL/78997,3645247576,2030-01-02,1981-08-01,Male,918692621229,98944427720,shamik.doc74@clinic.com,55/426 Shukla Ganj,Ahuja Zila,New Delhi,Delhi,110048,Cardiology,,207R00000X,Christian Medical College,2006,HOSP-0011,Y,2018-02-07,Active,
PRAC-1097,Ojas Khare,MCI/DEL/76505,0301402469,2027-09-13,1971-05-30,Female,943614050686,97705155453,ojas.doc84@clinic.com,323- Ganesan Nagar,Bhattacharyya Zila,New Delhi,Delhi,110066,Cardiology,,207R00000X,Kasturba Medical College,1997,HOSP-0006,Y,2002-01-13,Active,
PRAC-1098,Ivan Ray,MCI/KAR/88877,9907213325,2030-03-02,1972-10-24,Female,013146341072,97453491521,ivan.doc99@clinic.com,46/83- Krishnan Ganj,,Bangalore,Karnataka,568060,Orthopedic Surgery,Cardiology,207X00000X,All India Institute of Medical Sciences,1999,HOSP-0016,Y,2021-05-01,Active,
PRAC-1099,Hiran Dave,MCI/KAR/35927,8677342507,2030-07-19,1994-10-29,Male,841663788796,98699208156,hiran.doc74@clinic.com,H.No. 79- Dutt Circle,Golla Ganj,Bangalore,Karnataka,567162,Orthopedic Surgery,General Surgery,207X00000X,Armed Forces Medical College,2021,HOSP-0001,N,2024-09-23,Active,
PRAC-1100,Samiha Khatri,MCI/WES/29068,6087313879,2028-07-29,1982-11-14,Other,129171964154,97679041364,samiha.doc71@clinic.com,H.No. 045 Kalita Nagar,,Kolkata,West Bengal,799742,Pediatrics,General Practice,208000000X,JIPMER,2009,HOSP-0049,Y,2023-08-20,Active,
PRAC-1101,Azad Virk,MCI/KAR/86152,0380552161,2028-05-07,1997-05-17,Other,000944778210,99282380832,azad.doc95@clinic.com,H.No. 456 Mandal Zila,Thakur Zila,Mysore,Karnataka,585030,Dermatology,General Surgery,207N00000X,Christian Medical College,2023,HOSP-0019,N,2025-06-04,Active,
PRAC-1102,Mohanlal Gole,MCI/TAM/65132,7922436599,2026-12-31,1963-02-21,Female,767794670262,98828376948,mohanlal.doc88@clinic.com,H.No. 00 Tella Circle,Barad Marg,Madurai,Tamil Nadu,668768,General Practice,Cardiology,208D00000X,JIPMER,1992,HOSP-0020,N,1995-11-21,Active,
PRAC-1103,Dhanuk Chaudhuri,MCI/KAR/56405,1504701109,2027-05-01,1962-01-12,Other,672504080527,99945977372,dhanuk.doc33@clinic.com,449 Bhalla Path,,Mysore,Karnataka,584054,Pediatrics,Neurology,208000000X,Christian Medical College,1987,HOSP-0002,N,2000-01-17,Active,
PRAC-1104,Divyansh Gola,MCI/DEL/13929,5529166382,2028-02-02,1993-07-02,Other,183378387813,98905556360,divyansh.doc53@clinic.com,197- Chandran Street,,New Delhi,Delhi,110082,Orthopedic Surgery,Cardiology,207X00000X,Kasturba Medical College,2019,HOSP-0028,N,2021-11-08,Active,
PRAC-1105,Nirvaan Vig,MCI/KAR/19962,9238586884,2029-03-16,1980-02-07,Female,923291763737,98971993156,nirvaan.doc5@clinic.com,31/706 Varghese Road,,Mysore,Karnataka,564841,Dermatology,General Practice,207N00000X,Maulana Azad Medical College,2005,HOSP-0005,Y,2010-10-10,Active,
PRAC-1106,Mishti Mane,MCI/WES/30051,2488477292,2028-11-13,1990-08-07,Female,038715583916,98321035586,mishti.doc94@clinic.com,H.No. 24 Srinivas Street,Shankar,Howrah,West Bengal,790794,Orthopedic Surgery,Dermatology,207X00000X,Maulana Azad Medical College,2017,HOSP-0041,Y,2021-06-27,Active,
PRAC-1107,Trisha Dass,MCI/KAR/52539,7373584101,2029-10-04,1972-01-23,Other,843858426066,97835487785,trisha.doc62@clinic.com,H.No. 729- Gopal Road,Sarkar Street,Bangalore,Karnataka,583506,Neurology,,2084N0400X,JIPMER,2001,HOSP-0041,N,2009-06-26,Active,
PRAC-1108,Aarav Sood,MCI/WES/89638,6800724199,2026-07-10,1983-01-03,Female,217905823589,97265252400,aarav.doc74@clinic.com,H.No. 551- Aggarwal Street,,Kolkata,West Bengal,725672,Orthopedic Surgery,Dermatology,207X00000X,All India Institute of Medical Sciences,2011,HOSP-0016,N,2024-05-24,Active,
PRAC-1109,Alisha Garg,MCI/DEL/99158,6491646900,2029-11-19,1996-11-23,Male,218174900283,99571643029,alisha.doc19@clinic.com,05- Jain Zila,Jhaveri Path,New Delhi,Delhi,110092,Cardiology,Neurology,207R00000X,Armed Forces Medical College,2026,HOSP-0011,N,2028-01-01,Inactive,
PRAC-1110,Anahi Brahmbhatt,MCI/WES/54220,7849944211,2028-01-31,1986-01-25,Male,603736179008,99194414143,anahi.doc58@clinic.com,40/100 Tailor Marg,Biswas Ganj,Kolkata,West Bengal,722126,Orthopedic Surgery,Cardiology,207X00000X,Armed Forces Medical College,2012,HOSP-0023,N,2016-11-22,Active,
PRAC-1111,Zoya Dyal,MCI/KAR/93263,8753034407,2027-10-06,1988-09-10,Other,617452368016,99000342026,zoya.doc72@clinic.com,56/702 Khurana Marg,,Mysore,Karnataka,567135,Pediatrics,,208000000X,Kasturba Medical College,2017,HOSP-0018,Y,2019-07-31,Active,
PRAC-1112,Nayantara Bajaj,MCI/KAR/32239,4613765118,2029-07-13,1961-11-30,Male,791988504034,97083373377,nayantara.doc11@clinic.com,H.No. 07- Mani Nagar,Gala Marg,Mysore,Karnataka,564934,General Surgery,Neurology,208600000X,JIPMER,1989,HOSP-0006,N,2022-07-15,Active,
PRAC-1113,Kabir Agrawal,MCI/TAM/12845,8499389893,2026-12-27,1993-05-12,Female,589756365358,98479501549,kabir.doc91@clinic.com,38/549- Sinha Road,Sharaf Circle,Chennai,Tamil Nadu,676270,Cardiology,Dermatology,207R00000X,Maulana Azad Medical College,2021,HOSP-0015,Y,2025-05-22,Active,
PRAC-1114,Navya Sankaran,MCI/WES/95567,0164006445,2026-07-15,1996-08-27,Female,748944519592,97846838788,navya.doc53@clinic.com,926 Konda Nagar,Ram Street,Kolkata,West Bengal,790268,Oncology,General Surgery,207R00000X,Armed Forces Medical College,2023,HOSP-0044,Y,2025-04-08,Active,
PRAC-1115,Ryan Sagar,MCI/DEL/43092,4385719411,2029-08-25,1967-06-07,Other,087758661481,98786731555,ryan.doc20@clinic.com,623- Badal,Varma Marg,New Delhi,Delhi,110054,General Surgery,,208600000X,All India Institute of Medical Sciences,1995,HOSP-0032,Y,2009-03-10,Active,
PRAC-1116,Prerak Boase,MCI/WES/96077,8321115389,2027-05-17,1966-01-01,Other,892006291478,99313188195,prerak.doc93@clinic.com,57 Chaudhary,,Kolkata,West Bengal,728636,Dermatology,Orthopedic Surgery,207N00000X,Armed Forces Medical College,1990,HOSP-0022,N,1993-06-02,Active,
PRAC-1117,Amani Brar,MCI/MAH/67827,9802776951,2028-11-03,1987-05-05,Other,979144690987,97737527802,amani.doc14@clinic.com,H.No. 450- Bhagat,,Nagpur,Maharashtra,437791,Oncology,General Practice,207R00000X,Maulana Azad Medical College,2013,HOSP-0028,Y,2022-06-18,Active,
PRAC-1118,Suhana Khalsa,MCI/WES/52771,5947395367,2028-02-07,1987-08-02,Female,885242316262,98187125064,suhana.doc73@clinic.com,87/72- Jani Path,Jha Road,Howrah,West Bengal,786224,Neurology,General Surgery,2084N0400X,Armed Forces Medical College,2014,HOSP-0016,Y,2022-12-20,Active,
PRAC-1119,Vivaan Kumer,MCI/MAH/18660,6967022932,2030-05-15,1971-07-15,Female,059012463835,98304508148,vivaan.doc39@clinic.com,32- Bhatti,Cheema Road,Pune,Maharashtra,440946,Cardiology,Pediatrics,207R00000X,Kasturba Medical College,1998,HOSP-0034,N,2002-09-29,Active,
PRAC-1120,Devansh Chaudry,MCI/MAH/41326,8498644859,2028-09-12,1969-01-31,Other,662497663061,99700461607,devansh.doc4@clinic.com,46/917 Kapur Road,Baral Street,Mumbai,Maharashtra,480937,Pediatrics,Cardiology,208000000X,Kasturba Medical College,1998,HOSP-0007,Y,2016-12-11,Active,
PRAC-1121,Rania Kashyap,MCI/KAR/54113,9118571197,2026-08-05,1990-02-04,Female,523301696302,98557707761,rania.doc85@clinic.com,46- Kurian Road,,Mysore,Karnataka,571961,Dermatology,General Practice,207N00000X,Kasturba Medical College,2014,HOSP-0031,N,2024-07-14,Active,
PRAC-1122,Aaina Aurora,MCI/WES/97265,5448303658,2025-10-19,1965-04-29,Male,055306454344,99859604002,aaina.doc94@clinic.com,H.No. 78 Ben,Sachar,Howrah,West Bengal,774616,Cardiology,Orthopedic Surgery,207R00000X,Maulana Azad Medical College,1991,HOSP-0024,N,2022-11-28,Active,
PRAC-1123,Mamooty Sidhu,MCI/TAM/88295,9806506200,2029-10-01,1996-11-07,Other,009227880248,99239593447,mamooty.doc46@clinic.com,888- Bobal Nagar,Talwar Circle,Madurai,Tamil Nadu,619864,Cardiology,Neurology,207R00000X,Kasturba Medical College,2021,HOSP-0012,Y,2025-03-09,Active,
PRAC-1124,Pranay Din,MCI/KAR/27659,1148517898,2027-01-12,1987-12-06,Other,451478174226,99147092063,pranay.doc69@clinic.com,H.No. 409 Wable Nagar,Tata Marg,Mysore,Karnataka,585049,General Surgery,Dermatology,208600000X,JIPMER,2014,HOSP-0046,Y,2020-03-17,Active,
PRAC-1125,Kismat Rattan,MCI/DEL/78988,6095215913,2025-10-23,1965-03-07,Male,340796751182,98219262273,kismat.doc63@clinic.com,H.No. 717 Din Circle,,New Delhi,Delhi,110088,Oncology,Orthopedic Surgery,207R00000X,All India Institute of Medical Sciences,1994,HOSP-0036,Y,2013-02-05,Active,
PRAC-1126,Aaina Badami,MCI/WES/69926,1408532357,2027-04-06,1989-11-26,Other,883514337580,99397549778,aaina.doc25@clinic.com,60 Chhabra Road,Devan Street,Howrah,West Bengal,715139,Dermatology,Pediatrics,207N00000X,Armed Forces Medical College,2013,HOSP-0012,N,2022-10-08,Active,
PRAC-1127,Sana Garg,MCI/WES/34334,9345300432,2025-10-29,1997-03-28,Female,910882715580,97872402653,sana.doc99@clinic.com,36- Khatri Chowk,,Kolkata,West Bengal,719867,General Surgery,,208600000X,Armed Forces Medical College,2024,HOSP-0029,N,2026-01-01,Active,
PRAC-1128,Bhamini Vohra,MCI/KAR/63858,0135380603,2029-03-27,1982-08-10,Female,336013902343,98548934395,bhamini.doc39@clinic.com,H.No. 92 Chaudhuri Zila,,Mysore,Karnataka,566800,General Surgery,Neurology,208600000X,Kasturba Medical College,2010,HOSP-0020,Y,2022-09-01,Active,
PRAC-1129,Advika Ghosh,MCI/WES/25040,0517775426,2026-05-06,1980-05-21,Male,465129670848,98008391259,advika.doc33@clinic.com,H.No. 049 Sridhar Street,,Howrah,West Bengal,749548,General Practice,Pediatrics,208D00000X,Armed Forces Medical College,2009,HOSP-0019,N,2011-07-01,Active,
PRAC-1130,Mahika Bassi,MCI/MAH/68344,7332658792,2026-08-10,1974-02-15,Other,968877930141,98242104858,mahika.doc95@clinic.com,31/96- Dayal Road,,Pune,Maharashtra,476492,Cardiology,Orthopedic Surgery,207R00000X,Armed Forces Medical College,2001,HOSP-0008,Y,2020-12-16,Inactive,
PRAC-1131,Zaina Mand,MCI/MAH/59736,4896224737,2027-06-13,1977-10-03,Female,619889805830,99301145365,zaina.doc84@clinic.com,67- Sibal Chowk,Chandra Road,Mumbai,Maharashtra,470033,Cardiology,Neurology,207R00000X,Kasturba Medical College,2006,HOSP-0029,N,2010-06-26,Active,
PRAC-1132,Misha D’Alia,MCI/MAH/30692,5088155883,2030-07-30,1981-06-20,Other,879604539106,99703618491,misha.doc20@clinic.com,H.No. 89 Saraf Chowk,,Mumbai,Maharashtra,436147,Neurology,,2084N0400X,Armed Forces Medical College,2006,HOSP-0042,N,2010-03-05,Active,
PRAC-1133,Farhan Mannan,MCI/TAM/39545,1905138017,2029-05-18,1973-09-11,Other,130795420384,99444666944,farhan.doc98@clinic.com,H.No. 07 Gera Zila,,Madurai,Tamil Nadu,626911,Oncology,Pediatrics,207R00000X,Armed Forces Medical College,2002,HOSP-0034,N,2016-04-17,Active,
PRAC-1134,Pihu Mand,MCI/KAR/13896,2985811042,2028-06-11,1971-04-20,Male,453367129156,98449940745,pihu.doc56@clinic.com,H.No. 122 Basak Circle,Varkey Path,Bangalore,Karnataka,566559,General Surgery,General Practice,208600000X,Maulana Azad Medical College,1999,HOSP-0002,N,2007-11-11,Active,
PRAC-1135,Hunar Chawla,MCI/MAH/20306,8121346547,2030-03-07,1964-11-16,Female,134844621822,98014805990,hunar.doc43@clinic.com,07/862- Ratta Marg,Seth,Mumbai,Maharashtra,476076,Cardiology,Pediatrics,207R00000X,Christian Medical College,1992,HOSP-0028,N,2018-08-19,Active,
PRAC-1136,Aarav Dugal,MCI/WES/53521,8228164770,2027-12-14,1996-01-08,Other,121913446082,97789002805,aarav.doc76@clinic.com,651- Raju Ganj,Bhalla Path,Howrah,West Bengal,799003,Dermatology,Oncology,207N00000X,Christian Medical College,2025,HOSP-0046,Y,2027-01-01,Active,
PRAC-1137,Diya Ben,MCI/KAR/64724,7247157359,2026-01-28,1965-08-02,Other,832714605067,97580605197,diya.doc5@clinic.com,607- Bajaj Ganj,,Mysore,Karnataka,582461,Neurology,Cardiology,2084N0400X,Christian Medical College,1993,HOSP-0043,Y,2001-01-20,Active,
PRAC-1138,Seher Vig,MCI/MAH/42407,6644533533,2030-07-27,1972-11-28,Female,862128548954,98484309645,seher.doc85@clinic.com,491 Baral Path,,Pune,Maharashtra,446991,Oncology,Pediatrics,207R00000X,Maulana Azad Medical College,2000,HOSP-0034,Y,2024-06-02,Active,
PRAC-1139,Urvi Solanki,MCI/DEL/65384,4444563345,2030-03-02,1996-07-07,Female,750504522722,99093855054,urvi.doc36@clinic.com,02 Badal Marg,,New Delhi,Delhi,110071,Neurology,General Practice,2084N0400X,Armed Forces Medical College,2025,HOSP-0049,N,2027-01-01,Active,
PRAC-1140,Lagan Verma,MCI/MAH/49460,2760206207,2027-03-25,1963-07-16,Male,798257836665,98443561021,lagan.doc55@clinic.com,363 Shukla Nagar,Subramaniam Marg,Nagpur,Maharashtra,495618,Oncology,General Practice,207R00000X,JIPMER,1990,HOSP-0035,Y,2001-09-10,Active,
PRAC-1141,Parinaaz Majumdar,MCI/DEL/98861,3563491338,2026-05-30,1972-01-20,Male,099709774134,97583204521,parinaaz.doc46@clinic.com,431 De Chowk,Gulati,New Delhi,Delhi,110054,Pediatrics,General Practice,208000000X,All India Institute of Medical Sciences,1997,HOSP-0003,N,2021-01-04,Active,
PRAC-1142,Ayesha Subramaniam,MCI/WES/23076,8204871217,2026-02-17,1972-04-23,Female,178232838636,99087152754,ayesha.doc1@clinic.com,80/82- Sama Ganj,Sheth Zila,Kolkata,West Bengal,798534,General Practice,Cardiology,208D00000X,All India Institute of Medical Sciences,1998,HOSP-0022,Y,2023-12-03,Active,
PRAC-1143,Charvi Khosla,MCI/MAH/26197,8881773368,2027-10-01,1963-04-02,Other,705422043583,99460466778,charvi.doc48@clinic.com,90- Sharaf Zila,,Nagpur,Maharashtra,450829,Cardiology,Neurology,207R00000X,Christian Medical College,1990,HOSP-0022,N,1993-02-28,Active,
PRAC-1144,Advika Wali,MCI/TAM/17672,1389080993,2030-07-31,1994-07-17,Other,674203590013,97828675013,advika.doc15@clinic.com,H.No. 09 Walia Nagar,Bal Nagar,Madurai,Tamil Nadu,670943,Cardiology,Neurology,207R00000X,JIPMER,2019,HOSP-0015,N,2021-01-07,Active,
PRAC-1145,Kiaan Kale,MCI/WES/84945,3655674034,2027-10-09,1962-01-18,Other,939667575329,98289361531,kiaan.doc7@clinic.com,37- Bhattacharyya Ganj,,Howrah,West Bengal,777264,Pediatrics,Cardiology,208000000X,Maulana Azad Medical College,1989,HOSP-0044,Y,1991-06-29,Active,
PRAC-1146,Oorja Borah,MCI/WES/78611,6316678167,2027-02-15,1996-04-22,Female,892715840434,98447499845,oorja.doc96@clinic.com,01 Wagle Street,Bala Nagar,Howrah,West Bengal,739787,Oncology,Dermatology,207R00000X,Kasturba Medical College,2022,HOSP-0046,N,2024-04-24,Active,
PRAC-1147,Nehmat Dutta,MCI/DEL/90373,5760743591,2028-06-11,1995-09-09,Female,228623542689,97605134897,nehmat.doc53@clinic.com,36/704- Jhaveri Circle,,New Delhi,Delhi,110091,Neurology,General Practice,2084N0400X,All India Institute of Medical Sciences,2021,HOSP-0004,Y,2024-09-26,Active,
PRAC-1148,Madhav Devan,MCI/DEL/41320,0168481096,2026-06-22,1963-07-18,Other,663787889804,97193475618,madhav.doc16@clinic.com,H.No. 27 Joshi Street,Arora Zila,New Delhi,Delhi,110055,General Surgery,Dermatology,208600000X,Armed Forces Medical College,1988,HOSP-0025,Y,2015-10-15,Active,
PRAC-1149,Zeeshan Guha,MCI/DEL/99506,4534714833,2030-01-25,1969-11-17,Female,360951617778,99064175201,zeeshan.doc40@clinic.com,57/91- Gola Zila,,New Delhi,Delhi,110025,Pediatrics,Orthopedic Surgery,208000000X,JIPMER,1997,HOSP-0049,Y,2019-07-15,Under Review,
PRAC-1150,Misha Das,MCI/WES/73985,0943414089,2029-11-13,1981-05-09,Male,265305733005,97937596507,misha.doc58@clinic.com,08/270- Warrior,,Kolkata,West Bengal,713798,Cardiology,Orthopedic Surgery,207R00000X,JIPMER,2006,HOSP-0044,Y,2020-02-06,Active,
PRAC-1151,Zaina Babu,MCI/DEL/25567,5144311813,2029-10-05,1989-01-16,Male,765399490467,99921612760,zaina.doc35@clinic.com,47- Batta Zila,,New Delhi,Delhi,110045,General Practice,Pediatrics,208D00000X,Christian Medical College,2018,HOSP-0049,N,2022-08-07,Active,
PRAC-1152,Miraya Agrawal,MCI/TAM/52483,9212298725,2029-07-06,1988-12-20,Other,737252287106,98248290583,miraya.doc17@clinic.com,H.No. 08- Sachar Nagar,,Chennai,Tamil Nadu,682398,Orthopedic Surgery,,207X00000X,Christian Medical College,2016,HOSP-0042,N,2022-05-08,Active,
PRAC-1153,Madhav Sant,MCI/TAM/59278,1817294803,2025-11-08,1983-06-22,Male,100168294724,98477620115,madhav.doc15@clinic.com,07/67- Bajwa Street,,Chennai,Tamil Nadu,604224,Neurology,Orthopedic Surgery,2084N0400X,Christian Medical College,2007,HOSP-0045,N,2015-09-21,Inactive,
PRAC-1154,Taimur Ray,MCI/WES/80098,8246351600,2026-08-31,1960-01-03,Male,245867299877,97940800974,taimur.doc87@clinic.com,80/76- Mani,Date Zila,Kolkata,West Bengal,755104,Neurology,Orthopedic Surgery,2084N0400X,Kasturba Medical College,1984,HOSP-0039,Y,2020-07-15,Active,
PRAC-1155,Aniruddh Andra,MCI/KAR/91562,2168504150,2030-03-29,1987-08-26,Male,565849085828,97960714378,aniruddh.doc55@clinic.com,28/627 Chad Street,Grewal Marg,Mysore,Karnataka,584907,Orthopedic Surgery,General Surgery,207X00000X,Armed Forces Medical College,2016,HOSP-0045,Y,2019-07-10,Active,
PRAC-1156,Alisha Malhotra,MCI/WES/86048,7180956810,2030-02-12,1996-07-23,Female,555076591388,98526906173,alisha.doc88@clinic.com,174 Setty Street,Sule Zila,Howrah,West Bengal,700698,Neurology,Pediatrics,2084N0400X,JIPMER,2024,HOSP-0028,N,2026-01-01,Active,
PRAC-1157,Shamik Mani,MCI/WES/25902,1081018498,2029-10-27,1977-11-25,Other,996878426090,98436374548,shamik.doc86@clinic.com,H.No. 76- Chopra Path,Yohannan Path,Howrah,West Bengal,717278,Cardiology,Dermatology,207R00000X,All India Institute of Medical Sciences,2007,HOSP-0046,N,2024-01-16,Active,
PRAC-1158,Pari Bakshi,MCI/DEL/72014,1548907509,2027-08-19,1961-09-27,Other,327510102965,97832682512,pari.doc43@clinic.com,359- Sinha Path,,New Delhi,Delhi,110051,General Surgery,Pediatrics,208600000X,Maulana Azad Medical College,1991,HOSP-0025,Y,1994-06-13,Active,
PRAC-1159,Madhup Yadav,MCI/TAM/96489,0007548148,2030-06-16,1968-05-23,Other,508764429694,99456168949,madhup.doc29@clinic.com,H.No. 95- Doshi Ganj,Maharaj,Madurai,Tamil Nadu,686857,Oncology,Orthopedic Surgery,207R00000X,Christian Medical College,1993,HOSP-0013,Y,2005-11-27,Under Review,
PRAC-1160,Rati Sharaf,MCI/DEL/55423,7665909114,2026-02-08,1997-02-06,Other,763441493579,97482640354,rati.doc88@clinic.com,H.No. 674 Kashyap Circle,,New Delhi,Delhi,110091,Orthopedic Surgery,Pediatrics,207X00000X,Armed Forces Medical College,2025,HOSP-0005,Y,2027-01-01,Active,
PRAC-1161,Kabir Sodhi,MCI/MAH/62877,0069233674,2029-05-11,1961-12-24,Other,693367021279,97713793125,kabir.doc81@clinic.com,46/20 Varkey,,Pune,Maharashtra,429224,Pediatrics,General Practice,208000000X,Maulana Azad Medical College,1988,HOSP-0042,Y,2015-08-22,Active,
PRAC-1162,Neelofar Kaul,MCI/DEL/70547,3631137908,2029-04-07,1972-06-30,Male,259862487483,99238357768,neelofar.doc81@clinic.com,36/89 Raja Circle,,New Delhi,Delhi,110069,Orthopedic Surgery,General Surgery,207X00000X,JIPMER,1997,HOSP-0037,N,2012-03-09,Active,
PRAC-1163,Aarush Sha,MCI/WES/76531,0935875469,2027-05-14,1973-05-13,Other,865599486976,99037429274,aarush.doc93@clinic.com,H.No. 926 Konda Nagar,,Howrah,West Bengal,726779,Neurology,Orthopedic Surgery,2084N0400X,Kasturba Medical College,1997,HOSP-0022,Y,2021-02-20,Active,
PRAC-1164,Vidur Viswanathan,MCI/WES/90403,1064267056,2030-02-17,1971-06-23,Other,621436268003,97704455286,vidur.doc2@clinic.com,H.No. 776- Mand Circle,,Howrah,West Bengal,706974,Orthopedic Surgery,General Practice,207X00000X,JIPMER,2000,HOSP-0021,N,2005-03-19,Active,
PRAC-1165,Aayush Issac,MCI/KAR/45558,7071827985,2027-08-26,1971-04-05,Female,152124477153,98841153209,aayush.doc45@clinic.com,22/36 Verma Marg,,Mysore,Karnataka,562143,Cardiology,,207R00000X,Christian Medical College,1999,HOSP-0008,Y,2008-07-15,Under Review,
PRAC-1166,Emir Choudhry,MCI/TAM/49728,0712670593,2027-05-02,1964-12-29,Other,553292192522,99484045384,emir.doc20@clinic.com,23/768 Kalita Nagar,Khalsa Ganj,Madurai,Tamil Nadu,620603,Oncology,Cardiology,207R00000X,Armed Forces Medical College,1992,HOSP-0025,Y,2025-04-02,Active,
PRAC-1167,Drishya Halder,MCI/TAM/43259,0575426209,2028-10-18,1993-06-19,Other,465236903025,98246508551,drishya.doc10@clinic.com,29/563 Yogi Ganj,Chhabra Street,Madurai,Tamil Nadu,604861,Pediatrics,,208000000X,JIPMER,2022,HOSP-0048,Y,2025-01-26,Active,
PRAC-1168,Darshit Halder,MCI/TAM/52177,4885986381,2026-10-14,1975-05-23,Female,027875066767,98756802677,darshit.doc84@clinic.com,H.No. 502 Kohli Circle,,Madurai,Tamil Nadu,674936,Cardiology,Oncology,207R00000X,Christian Medical College,2001,HOSP-0006,Y,2023-02-03,Active,
PRAC-1169,Dishani Sarraf,MCI/DEL/16620,5668953203,2025-09-30,1985-05-29,Male,901239416256,98566871189,dishani.doc24@clinic.com,440 Bobal Ganj,,New Delhi,Delhi,110084,Pediatrics,Cardiology,208000000X,Christian Medical College,2010,HOSP-0025,N,2022-11-15,Active,
PRAC-1170,Arhaan Thakur,MCI/KAR/84893,2089687118,2029-11-17,1991-06-13,Male,759786611835,97879797274,arhaan.doc6@clinic.com,42/43 Kala Marg,,Mysore,Karnataka,588588,General Practice,General Surgery,208D00000X,All India Institute of Medical Sciences,2015,HOSP-0027,N,2017-04-10,Active,
PRAC-1171,Jhanvi Kala,MCI/TAM/47075,6664470239,2027-03-29,1961-04-14,Female,221280886568,98196503649,jhanvi.doc98@clinic.com,H.No. 000 Raj Ganj,Kothari Marg,Coimbatore,Tamil Nadu,628298,Dermatology,Oncology,207N00000X,Armed Forces Medical College,1988,HOSP-0012,Y,1993-10-09,Active,
